family,sku,roc,N,chord_skip,R_ring,chord_mm,aoi_deg,n_exit,spots_per_mirror,mode_s,amp_ratio,d_norm,extent_norm,A_req_mm,w_typ_mm,th_t,th_s,opl_est_m,phase_err_t,phase_err_s,phase_err_res,throughput_est,envelope_mm
one_inch,CM254-075-M01,150.0,11,2,77.0,83.25868588816202,57.27272727272727,55,5,cos,1.4,1.1081782227751458,1.4897661474268435,0.8072405687956002,0.297283209439953,1.5974661549671767,0.7955205912637844,4.579227723848912,0.1039557773194808,0.2286646307489555,0.18613663587389395,0.33056123483250516,190.0
one_inch,CM254-1000-M01,2000.0,11,5,55.5,109.87018004878352,8.181818181818176,55,5,cos,1.0,1.1755705045849445,1.0,1.1161471409639818,0.5060548288470357,0.3347270865173268,0.3312883736240273,6.042859902683094,0.4395661630857859,0.6286953722172584,0.19372906263206607,0.33056123483250516,147.0
one_inch,CM254-1000-M01,2000.0,11,5,60.75,120.26330518853332,8.181818181818176,55,5,cos,1.0,1.1755705045849445,1.0,1.1364056754059912,0.5179624966251078,0.35035769477974626,0.3467551987612441,6.614481785369333,0.42011729134728526,0.2219800103296663,0.19372923560614014,0.33056123483250516,157.5
one_inch,CM254-500-M01,1000.0,11,5,53.0,104.92107283937887,8.181818181818176,55,5,cos,1.0,1.1755705045849434,1.0,0.9754959640492724,0.4233821413389895,0.4646019265389526,0.4597873735073659,5.770659006165838,0.42036473092404947,0.15556431418677974,0.26028609085695315,0.33056123483250516,142.0
one_inch,CM254-750-M01,1500.0,11,5,74.5,147.48339484025897,8.181818181818176,55,5,cos,1.0,1.1755705045849434,1.0,1.1224234699722755,0.5097439624766454,0.4494949504112162,0.4448423505120428,8.111586716214243,0.4105189561014555,0.6664119505559896,0.2602863699085008,0.33056123483250516,185.0
one_inch,CM254-500-M01,1000.0,11,5,49.75,98.4872334671528,8.181818181818176,55,5,cos,1.0,1.1755705045849434,1.0,0.9635961550956325,0.416387609130942,0.4498783712645972,0.4452216678169513,5.4167978406934045,0.3894308091654999,0.6455494987860213,0.2602867392883848,0.33056123483250516,135.5
one_inch,CM254-750-M01,1500.0,11,5,74.75,147.97830556119945,8.181818181818176,55,5,cos,1.0,1.1755705045849434,1.0,1.123187345361657,0.510192957165113,0.4502614879278089,0.4456006838334325,8.13880680586597,0.36835939268885554,0.6247036178795575,0.26028708926122585,0.33056123483250516,185.5
one_inch,CM254-025-M01,50.0,8,3,47.5,87.76855558857224,22.5,56,7,sin,0.7,0.5933396471980443,1.0377850642663256,1.8226004348281812,0.3907105494919776,2.6905658417935308,2.2417732729392443,4.915039112960046,0.12476023187236862,0.12440285899405623,0.06513723262951465,0.3256028163100176,131.0
one_inch,CM254-025-M01,50.0,8,3,47.5,87.76855558857224,22.5,56,7,cos,0.7,0.5076588071035117,1.1611371303195,2.1302124258497366,0.3907105494919776,2.6905658417935308,2.2417732729392443,4.915039112960046,0.12476023187236862,0.12440285899405623,0.06513723262951465,0.3256028163100176,131.0
one_inch,CM254-050-M01,100.0,8,3,71.75,132.57671291536965,22.5,56,7,sin,1.4,0.7146607051481184,1.63544929345845,1.3547819458601444,0.3341047103751755,2.020834603565764,1.7975845105645911,7.424295923260701,0.06940227045022951,0.1337676767437337,0.07902574425572331,0.3256028163100176,179.5
one_inch,CM254-050-M01,100.0,8,3,71.5,132.114773149114,22.5,56,7,sin,1.4,0.7146607051481184,1.63544929345845,1.351910988598625,0.33307883020469153,2.0152891037307157,1.7932067867653438,7.398427296350385,0.2411457203124705,0.11138485601412285,0.0791379351935467,0.3256028163100176,179.0
one_inch,CM254-250-M01,500.0,8,3,64.75,119.64239946021164,22.5,56,7,sin,0.7,0.17031014955897494,1.2054880043895106,6.227647042367788,0.38031574959308295,0.7362379973709176,0.6778390828896207,6.6999743697718515,0.3886233561040804,0.25987679874123515,0.0953160717413915,0.3256028163100176,165.5
one_inch,CM254-200-M01,400.0,8,3,51.75,95.62153161491818,22.5,56,7,sin,0.7,0.17031014955897494,1.2054880043895106,5.755058466170071,0.3400724340470349,0.7358656228232232,0.6774987390472723,5.3548057704354175,0.36777038143319274,0.24081754356973661,0.09532015739659294,0.3256028163100176,139.5
one_inch,CM254-250-M01,500.0,8,3,62.5,115.48494156391084,22.5,56,7,sin,0.7,0.17031014955897494,1.2054880043895106,6.183566052810835,0.3765620296310069,0.7227342478134157,0.6654943393963406,6.467156727579007,0.36758661911603596,0.4314288368824428,0.09532073364612503,0.3256028163100176,161.0
one_inch,CM254-200-M01,400.0,8,3,50.0,92.38795325112868,22.5,56,7,sin,0.7,0.17031014955897494,1.2054880043895106,5.716715294545813,0.33680731840008854,0.7227342478134157,0.6654943393963407,5.173725382063206,0.36758661911603596,0.4314288368824428,0.09532073364612514,0.3256028163100176,136.0
one_inch,CM254-025-M01,50.0,8,3,46.25,85.45885675729403,22.5,56,7,sin,1.0,0.2506797448324284,1.3823263202677776,3.9947454042182375,0.3507008792999719,2.586781620609722,2.1883884666799602,4.785695978408466,0.34650868901395526,0.027640644075841436,0.16346438296644553,0.3256028163100176,128.5
one_inch,CM254-075-M01,150.0,12,5,55.5,107.21776671808658,14.999999999999996,60,5,sin,1.4,0.5085797696037468,1.665183669895742,1.739662089454219,0.29237847232149977,1.3077741238864278,1.2560549103129146,6.433066003085195,0.07336890655916406,0.03492906738015833,0.034585630399398035,0.30650183197905745,147.0
