run_id,environment,design,perturbation,pass_count,path_m,edge_clear_mm,hole_clear_mm,exit_clear_mm,result
D180_22m-al_flexure-Mdax+,drone/al_flexure,D180_22m,all mirrors dax=+1max,182,22.445907137119747,0.31134232466514106,1.124030030765287,-0.19847488947815362,FAIL(clearance)
D180_22m-al_flexure-Mdax-,drone/al_flexure,D180_22m,all mirrors dax=-1max,182,22.498346537039108,0.27526206886192867,-0.4035198604560471,-0.015566677231071635,FAIL(clearance)
D180_22m-al_flexure-Mtiltt+,drone/al_flexure,D180_22m,all mirrors tiltt=+1max,182,22.472092015833425,0.2762054546468095,0.3654754450701088,0.9473514450255633,PASS
D180_22m-al_flexure-Mtiltt-,drone/al_flexure,D180_22m,all mirrors tiltt=-1max,182,22.47209432752362,0.3586013374703692,0.368162599469315,0.9547570130982503,PASS
D180_22m-al_flexure-Mtilts+,drone/al_flexure,D180_22m,all mirrors tilts=+1max,182,22.47210958833997,0.3224209888270151,0.3875125701886848,0.9526014681121326,PASS
D180_22m-al_flexure-Mtilts-,drone/al_flexure,D180_22m,all mirrors tilts=-1max,182,22.47207451260714,0.2964492576569639,0.346212283165102,0.9494199138136392,PASS
D180_22m-al_flexure-Lofft+,drone/al_flexure,D180_22m,launch input_offset_t=+1max,182,22.472115751124672,0.28386857753624295,0.44074514973361995,0.8779354433619393,PASS
D180_22m-al_flexure-Lofft-,drone/al_flexure,D180_22m,launch input_offset_t=-1max,182,22.472069141925168,0.34819851102970173,0.29387317329370766,1.0213251791570266,PASS
D180_22m-al_flexure-Loffz+,drone/al_flexure,D180_22m,launch input_offset_z=+1max,182,22.472088408644478,0.2571209198760443,0.4180606739081449,0.9202026288079947,PASS
D180_22m-al_flexure-Loffz-,drone/al_flexure,D180_22m,launch input_offset_z=-1max,182,22.472096422080636,0.3808914204352006,0.31775687694050037,0.9262906959836807,PASS
D180_22m-al_flexure-Langt+,drone/al_flexure,D180_22m,launch input_angle=+1max,182,22.47208150166629,0.30225045829570973,0.37441912813250017,0.9489258269979508,PASS
D180_22m-al_flexure-Langt-,drone/al_flexure,D180_22m,launch input_angle=-1max,182,22.472103364724088,0.3374370865431099,0.35918612207752837,0.9531147317390027,PASS
D180_22m-al_flexure-Langs+,drone/al_flexure,D180_22m,launch input_angle_sag=+1max,182,22.472091701414072,0.3110442058416513,0.37226500390551137,0.9497804413283484,PASS
D180_22m-al_flexure-Langs-,drone/al_flexure,D180_22m,launch input_angle_sag=-1max,182,22.472093161252662,0.3246345613670471,0.36138059787521676,0.9522840493371583,PASS
D180_22m-hybrid-Mdtan+,drone/hybrid,D180_22m,all mirrors dtan=+1max,182,22.472281158587958,0.42307886823332647,0.5117420362027186,0.8478176474601347,PASS
D180_22m-hybrid-Mdtan-,drone/hybrid,D180_22m,all mirrors dtan=-1max,182,22.4718675741767,0.1168539994051711,0.2296099877965846,0.9952091069516112,PASS
D180_22m-hybrid-Mdsag+,drone/hybrid,D180_22m,all mirrors dsag=+1max,182,22.472095498457687,0.16278372204824992,0.5370591472595156,0.8818889661828823,PASS
D180_22m-hybrid-Mdsag-,drone/hybrid,D180_22m,all mirrors dsag=-1max,182,22.472089822788462,0.3044577301284296,0.23962620052278044,0.8829060669638411,PASS
D180_22m-hybrid-Mdax+,drone/hybrid,D180_22m,all mirrors dax=+1max,182,22.41326354804059,0.2766293534321344,1.229082163765838,-1.689270881822657,FAIL(clearance)
D180_22m-hybrid-Mdax-,drone/hybrid,D180_22m,all mirrors dax=-1max,182,22.531266846486144,0.27447605576669887,-0.9761235713171381,-1.335774846788061,FAIL(clearance)
D180_22m-hybrid-Mtiltt+,drone/hybrid,D180_22m,all mirrors tiltt=+1max,182,22.472094618430486,0.2031869516028123,0.3633810516477416,0.9412854235763053,PASS
D180_22m-hybrid-Mtiltt-,drone/hybrid,D180_22m,all mirrors tiltt=-1max,182,22.472100782954346,0.4079742586986028,0.3705477303729836,0.9610314164095511,PASS
D180_22m-hybrid-Mtilts+,drone/hybrid,D180_22m,all mirrors tilts=+1max,182,22.47213649541859,0.32655037710760154,0.4223312389870682,0.9550918553013136,PASS
D180_22m-hybrid-Mtilts-,drone/hybrid,D180_22m,all mirrors tilts=-1max,182,22.472042959939838,0.25726617483224934,0.3122151584759301,0.9466061485431667,PASS
D180_22m-hybrid-Lofft+,drone/hybrid,D180_22m,launch input_offset_t=+1max,182,22.472149123383904,0.2319746767989555,0.5479858976208094,0.7731506713737667,PASS
D180_22m-hybrid-Lofft-,drone/hybrid,D180_22m,launch input_offset_t=-1max,182,22.472035925987253,0.38852061660720794,0.1917002952396838,0.9343592545923907,PASS
D180_22m-hybrid-Loffz+,drone/hybrid,D180_22m,launch input_offset_z=+1max,182,22.472082610701058,0.16699913501305524,0.4948286300559404,0.8338793184649298,PASS
D180_22m-hybrid-Loffz-,drone/hybrid,D180_22m,launch input_offset_z=-1max,182,22.472102071083242,0.4676751039278761,0.2519216360625186,0.8424952477415565,PASS
D180_22m-hybrid-Langt+,drone/hybrid,D180_22m,launch input_angle=+1max,182,22.47206238877087,0.2713456843217175,0.3877965604447907,0.9451518775399848,PASS
D180_22m-hybrid-Langt-,drone/hybrid,D180_22m,launch input_angle=-1max,182,22.472122512110374,0.36810760930616665,0.34590565067481543,0.956666999483118,PASS
D180_22m-hybrid-Langs+,drone/hybrid,D180_22m,launch input_angle_sag=+1max,182,22.4720904290849,0.29545931966340916,0.381968421727341,0.9475575575297219,PASS
D180_22m-hybrid-Langs-,drone/hybrid,D180_22m,launch input_angle_sag=-1max,182,22.47209444363639,0.33298068452233265,0.35203895012783987,0.954442488792951,PASS
